"displayName","rating","userRatingCount","primaryType","placeUri","address","latitude","longitude","weekdayDescriptions","nextCloseTime","neighborhood","nextCloseHour","trueCoffee"
"WB.coffee","4.7","133","food_store","https://maps.google.com/?cid=10383958297682652481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Nijverheidslaan 3a8, 1382 LE Weesp, Netherlands","52.311738","5.0496932999999995","Monday: 10:00 AM - 6:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 6:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: Closed
Sunday: Closed","2025-10-21T16:00:00Z","Amsterdam Zuidoost","18.0","1"
"Villa Break","4.6","186","restaurant","https://maps.google.com/?cid=8384983764391497676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Johan Cruijff Boulevard 40, 1101 BH Amsterdam, Netherlands","52.3123332","4.9385753","Monday: 11:30 AM - 5:30 PM
Tuesday: 10:00 AM - 5:30 PM
Wednesday: 10:00 AM - 5:30 PM
Thursday: 10:00 AM - 9:00 PM
Friday: 10:00 AM - 5:30 PM
Saturday: 10:00 AM - 5:30 PM
Sunday: 11:00 AM - 5:30 PM","2025-10-21T15:30:00Z","Amsterdam Zuidoost","17.0","1"
"Wakuli specialty coffee bar","4.5","65","cafe","https://maps.google.com/?cid=16370630918581405758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Twijnstraat 1, 3511 ZG Utrecht, Netherlands","52.0836481","5.1231572","Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuidoost","18.0","1"
"Grolsch Pub","4.1","143","cafe","https://maps.google.com/?cid=5221518840635108475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Johan Cruijff Boulevard 77, 1101 DZ Amsterdam, Netherlands","52.3129893","4.9424874999999995","Monday: 4:00 PM - 1:00 AM
Tuesday: 4:00 PM - 1:00 AM
Wednesday: 4:00 PM - 1:00 AM
Thursday: 4:00 PM - 1:00 AM
Friday: 4:00 PM - 3:00 AM
Saturday: 4:00 PM - 3:00 AM
Sunday: 4:00 PM - 1:00 AM","2025-10-21T23:00:00Z","Amsterdam Zuidoost","1.0","0"
"Kiosk","4.6","10","store","https://maps.google.com/?cid=5375987435109274310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Hoogoordplein 1, 1101 DT Amsterdam, Netherlands","52.3118944","4.9472124","Monday: 6:00 AM - 9:00 PM
Tuesday: 6:00 AM - 9:00 PM
Wednesday: 6:00 AM - 9:00 PM
Thursday: 6:00 AM - 9:00 PM
Friday: 6:00 AM - 9:00 PM
Saturday: 7:30 AM - 8:00 PM
Sunday: 7:30 AM - 8:00 PM","2025-10-21T19:00:00Z","Amsterdam Zuidoost","21.0","1"
"Arena Sports Café","3.8","17","cafe","https://maps.google.com/?cid=5623167732927713246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Johan Cruijff Boulevard 1, 1101 AX Amsterdam, Netherlands","52.315203100000005","4.9418858","Monday: 12:00 - 10:00 PM
Tuesday: 12:00 - 10:00 PM
Wednesday: 12:00 - 10:00 PM
Thursday: 12:00 - 10:00 PM
Friday: 12:00 - 10:00 PM
Saturday: 12:00 - 10:00 PM
Sunday: 12:00 - 10:00 PM","2025-10-21T20:00:00Z","Amsterdam Zuidoost","22.0","1"
"Grand Café 3&20","2.2","332","restaurant","https://maps.google.com/?cid=14257899548010405662&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Villa ArenA, Johan Cruijff Boulevard 242, 1101 DJ Amsterdam, Netherlands","52.312636","4.9389177","Monday: 11:30 AM - 8:00 PM
Tuesday: 11:30 AM - 8:00 PM
Wednesday: 11:30 AM - 8:00 PM
Thursday: 11:30 AM - 8:00 PM
Friday: 11:30 AM - 8:00 PM
Saturday: 11:30 AM - 5:00 PM
Sunday: 11:30 AM - 5:00 PM","2025-10-21T18:00:00Z","Amsterdam Zuidoost","20.0","1"
"Heyú Café - Coffee Lunch Dinner","4.7","61","restaurant","https://maps.google.com/?cid=13642323029866144762&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Kerkstraat 56, 1191 JE Ouderkerk aan de Amstel, Netherlands","52.296581599999996","4.9032759","Monday: Closed
Tuesday: 8:30 AM - 4:30 PM
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 10:00 PM
Friday: 8:30 AM - 10:00 PM
Saturday: 8:30 AM - 10:00 PM
Sunday: 8:30 AM - 10:00 PM","2025-10-21T14:30:00Z","Amsterdam Zuidoost","16.0","1"
"Café 'T Klokje","3.7","3","cafe","https://maps.google.com/?cid=7477648536984982819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Reigersbos 97, 1106 AR Amsterdam, Netherlands","52.2959028","4.976179999999999","","","Amsterdam Zuidoost","","1"
"Café Restaurant de Eendracht Abcoude","4.2","1768","restaurant","https://maps.google.com/?cid=6891836984298415591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Hoogstraat 37, 1391 BR Abcoude, Netherlands","52.2702385","4.9742071999999995","Monday: 8:00 AM - 12:00 AM
Tuesday: 8:00 AM - 12:00 AM
Wednesday: 8:00 AM - 12:00 AM
Thursday: 8:00 AM - 12:00 AM
Friday: 8:00 AM - 12:00 AM
Saturday: 9:00 AM - 12:00 AM
Sunday: 9:00 AM - 12:00 AM","2025-10-21T22:00:00Z","Amsterdam Zuidoost","0.0","0"
"Amsterdamse Poort","4.1","8995","shopping_mall","https://maps.google.com/?cid=12991459471110920625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Bijlmerdreef 101, 1102 DB Amsterdam, Netherlands","52.314164","4.9526463","Monday: 10:00 AM - 6:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 6:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 12:00 - 5:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuidoost","18.0","1"
"Monks Coffee Roasters","4.7","892","cafe","https://maps.google.com/?cid=5891699866678143707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Bilderdijkstraat 46H, 1052 NB Amsterdam, Netherlands","52.3712151","4.8702463","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","","Amsterdam West","","1"
"The Miners Сoffee Oud-West","5.0","55","coffee_shop","https://maps.google.com/?cid=5243563012011825360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Tollensstraat 53A, 1053 RS Amsterdam, Netherlands","52.3673869","4.8688386","Monday: 8:00 AM - 6:30 PM
Tuesday: 8:00 AM - 6:30 PM
Wednesday: 8:00 AM - 6:30 PM
Thursday: 8:00 AM - 6:30 PM
Friday: 8:00 AM - 6:30 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-10-21T16:30:00Z","Amsterdam West","18.0","1"
"The Coffee","4.7","149","coffee_shop","https://maps.google.com/?cid=357014870337086946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Constantijn Huygensstraat 33, 1054 BR Amsterdam, Netherlands","52.3643064","4.8744765","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:30 PM
Sunday: 9:00 AM - 5:30 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"Back to Black","4.7","575","coffee_shop","https://maps.google.com/?cid=2757951390767131292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Van Hallstraat 268, 1051 HM Amsterdam, Netherlands","52.379399299999996","4.8714727","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam West","18.0","1"
"Coffee Room.","4.3","880","coffee_shop","https://maps.google.com/?cid=11138241219506320027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Kinkerstraat 110, 1053 EC Amsterdam, Netherlands","52.367047199999995","4.8711193999999995","Monday: 8:00 AM - 7:00 PM
Tuesday: 8:00 AM - 7:00 PM
Wednesday: 8:00 AM - 7:00 PM
Thursday: 8:00 AM - 7:00 PM
Friday: 8:00 AM - 7:00 PM
Saturday: 8:00 AM - 7:00 PM
Sunday: 9:00 AM - 7:00 PM","2025-10-21T17:00:00Z","Amsterdam West","19.0","1"
"Noi Coffee and Eatery","4.9","148","cafe","https://maps.google.com/?cid=825279035724126912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Jan Evertsenstraat 123, 1057 BT Amsterdam, Netherlands","52.3701752","4.8518884","Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"Kaffe Amsterdam","4.9","33","coffee_shop","https://maps.google.com/?cid=10523512056584536314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Bos en Lommerweg 432, 1061 DJ Amsterdam, Netherlands","52.379020100000005","4.838235","Monday: 7:00 AM - 5:30 PM
Tuesday: 7:00 AM - 5:30 PM
Wednesday: 7:00 AM - 5:30 PM
Thursday: 7:00 AM - 5:30 PM
Friday: 7:00 AM - 5:30 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: Closed","2025-10-21T15:30:00Z","Amsterdam West","17.0","1"
"Sam’s koffie - West","4.8","279","coffee_shop","https://maps.google.com/?cid=18345924891019177012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Wenslauerstraat 2a, 1053 BA Amsterdam, Netherlands","52.36771170000001","4.8660551","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"WesterPerk Coffee & Shop","5.0","191","coffee_shop","https://maps.google.com/?cid=8089785487367323549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Kostverlorenstraat 11H, 1052 GS Amsterdam, Netherlands","52.3786067","4.8740747","Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","2025-10-21T14:30:00Z","Amsterdam West","16.0","1"
"Berry Amsterdam","4.7","465","coffee_shop","https://maps.google.com/?cid=1163045397431648299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Bilderdijkkade 27, 1053 VH Amsterdam, Netherlands","52.3684802","4.8701227","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"Uncommon Cafe","4.5","1077","cafe","https://maps.google.com/?cid=10560784699188680835&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Constantijn Huygensstraat 63H, 1054 BT Amsterdam, Netherlands","52.3632851","4.8751823","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"taal.coffee","4.9","110","coffee_shop","https://maps.google.com/?cid=2562888616764127300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","J.J. Cremerplein 34H, 1054 TL Amsterdam, Netherlands","52.3600735","4.8581158","Monday: 8:30 AM - 4:30 PM
Tuesday: 8:30 AM - 4:30 PM
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 8:30 AM - 4:30 PM
Sunday: 8:30 AM - 4:30 PM","2025-10-21T14:30:00Z","Amsterdam West","16.0","1"
"Mabell","4.8","341","cafe","https://maps.google.com/?cid=7399657488855983441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Hofwijckstraat 43, 1055 GD Amsterdam, Netherlands","52.3817327","4.8497256","Monday: 9:00 AM - 3:00 PM
Tuesday: 9:00 AM - 3:00 PM
Wednesday: 9:00 AM - 3:00 PM
Thursday: 9:00 AM - 3:00 PM
Friday: 9:00 AM - 3:00 PM
Saturday: 10:00 AM - 4:00 PM
Sunday: 10:00 AM - 4:00 PM","","Amsterdam West","","1"
"Dak Showroom by Dak Coffee Roasters","4.7","171","coffee_shop","https://maps.google.com/?cid=10131096394286370724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Bellamyplein 16H, 1053 AS Amsterdam, Netherlands","52.3684127","4.867310499999999","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"Terrasmus","4.6","888","cafe","https://maps.google.com/?cid=11430654762998600491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Erasmuspark 1, 1056 LE Amsterdam, Netherlands","52.374103000000005","4.850274","Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 7:00 PM
Saturday: 9:00 AM - 7:00 PM
Sunday: 9:00 AM - 7:00 PM","2025-10-21T16:00:00Z","Amsterdam West","18.0","1"
"Five Ways Coffee Roasters","4.5","317","cafe","https://maps.google.com/?cid=6515543384646289734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Kinkerstraat 186, 1053 CG Amsterdam, Netherlands","52.366029499999996","4.8673108","Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:30 AM - 5:30 PM
Sunday: 8:30 AM - 5:30 PM","2025-10-21T14:30:00Z","Amsterdam West","16.0","1"
"The Coffee Bridge","4.1","103","coffee_shop","https://maps.google.com/?cid=2608567747773663216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Baarsjesweg 211, 1057 HT Amsterdam, Netherlands","52.3648591","4.8597711","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM","2025-10-21T16:00:00Z","Amsterdam West","18.0","1"
"Bosco","4.4","920","restaurant","https://maps.google.com/?cid=14376467030960830636&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Constantijn Huygensstraat 7, 1054 BN Amsterdam, Netherlands","52.365212799999995","4.8739235999999995","Monday: 8:00 AM - 12:00 AM
Tuesday: 8:00 AM - 12:00 AM
Wednesday: 8:00 AM - 12:00 AM
Thursday: 8:00 AM - 1:00 AM
Friday: 8:00 AM - 1:00 AM
Saturday: 8:00 AM - 1:00 AM
Sunday: 8:00 AM - 8:00 PM","2025-10-21T22:00:00Z","Amsterdam West","0.0","0"
"Wakuli specialty coffee bar","4.4","119","cafe","https://maps.google.com/?cid=9102497873887935270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Jan Pieter Heijestraat 76, 1053 GS Amsterdam, Netherlands","52.364155499999995","4.8629123","Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam West","18.0","1"
"Coffee & Juices","4.5","268","coffee_shop","https://maps.google.com/?cid=4163540985041803790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Baarsjesweg 302, 1058 AH Amsterdam, Netherlands","52.358862099999996","4.8551817999999995","Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"Coffee lounge West","4.2","356","coffee_shop","https://maps.google.com/?cid=15148317941318159912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Constantijn Huygensstraat 82, 1054 BX Amsterdam, Netherlands","52.3632554","4.8746126","Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 7:00 AM - 6:00 PM
Sunday: 7:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam West","18.0","1"
"Trakteren","4.7","313","coffee_shop","https://maps.google.com/?cid=12391784245474322982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Jan Pieter Heijestraat 119-Ah, 1054 MD Amsterdam, Netherlands","52.3626072","4.8642517","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: Closed","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"Friedhats FUKU Cafe","4.8","974","coffee_shop","https://maps.google.com/?cid=8266368095773811462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Bos en Lommerweg 136 HS, 1055 ED Amsterdam, Netherlands","52.3812737","4.855158100000001","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","","Amsterdam West","","1"
"Boerejongens Coffeeshop West Amsterdam","4.6","2921","store","https://maps.google.com/?cid=9043965812478737731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Baarsjesweg 239, 1058 AA Amsterdam, Netherlands","52.362314999999995","4.8575481","Monday: 7:00 AM - 11:45 PM
Tuesday: 7:00 AM - 11:45 PM
Wednesday: 7:00 AM - 11:45 PM
Thursday: 7:00 AM - 11:45 PM
Friday: 7:00 AM - 11:45 PM
Saturday: 7:00 AM - 11:45 PM
Sunday: 7:00 AM - 11:45 PM","2025-10-21T21:45:00Z","Amsterdam West","23.0","1"
"Doppio Espresso","4.5","443","coffee_shop","https://maps.google.com/?cid=16653151897837354046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Kinkerstraat 173, 1053 DP Amsterdam, Netherlands","52.365804399999995","4.8674656999999995","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam West","18.0","1"
"Koffie ende Koeck","4.7","639","vegan_restaurant","https://maps.google.com/?cid=2803892237093387309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Haarlemmerweg 175, 1051 LA Amsterdam, Netherlands","52.385247","4.8717768999999995","Monday: Closed
Tuesday: Closed
Wednesday: 10:00 AM - 5:00 PM
Thursday: 10:00 AM - 5:00 PM
Friday: 10:00 AM - 5:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM","","Amsterdam West","","1"
"GoodNews Coffee Constantijn 67","4.7","64","coffee_shop","https://maps.google.com/?cid=1973049628910485453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Constantijn Huygensstraat 67, 1054 BT Amsterdam, Netherlands","52.3631981","4.875329","Monday: 8:00 AM - 5:45 PM
Tuesday: 8:00 AM - 5:45 PM
Wednesday: 8:00 AM - 5:45 PM
Thursday: 8:00 AM - 5:45 PM
Friday: 8:00 AM - 5:45 PM
Saturday: 9:00 AM - 5:45 PM
Sunday: 9:00 AM - 5:45 PM","2025-10-21T15:45:00Z","Amsterdam West","17.0","1"
"Vanaut","4.9","553","coffee_shop","https://maps.google.com/?cid=12409265980219823295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Postjesweg 55, 1057 DW Amsterdam, Netherlands","52.3641188","4.8556174","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 4:00 PM","","Amsterdam West","","1"
"Coffee & Juices","4.3","114","coffee_shop","https://maps.google.com/?cid=16204687375126797736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Jan van Galenstraat 109, 1056 BK Amsterdam, Netherlands","52.374612299999995","4.8594867","Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"Li's coffee house","4.6","83","coffee_shop","https://maps.google.com/?cid=5715673299247800438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Jan van Galenstraat 315A, 1056 CB Amsterdam, Netherlands","52.3716192","4.8459498","Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
"CoffeeRoastery Amsterdam","4.2","399","food","https://maps.google.com/?cid=17271952354804148821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Jan Pieter Heijestraat 143, 1054 MG Amsterdam, Netherlands","52.3613826","4.8650449","Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam West","17.0","1"
